FID,aminity,lat,lon,name,addressline,type,info
ambulancie_ksk.fid--1024a340_187273c7313_-6128,Hospital,48.707026,21.257608,"Všeobecná ambulancia pre deti a dorast, MUDr. Terézia Džunková, Košice-Juh, (MUDr. Terézia Džunková)","Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Ter\u00e9zia D\u017eunkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6118,Hospital,48.72161,21.261904,"Všeobecná ambulancia pre dospelých, MUDr. Diana Baranová, Košice-Staré Mesto, (DIAGMED s. r. o.)","Mlynská 898/26, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Diana Baranov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-610a,Hospital,48.714765,21.216094,"Všeobecná ambulancia pre deti a dorast, MUDr. Ľudmila Halásová, Košice-Sídlisko KVP, (LUDOC s.r.o.)","Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. \u013dudmila Hal\u00e1sov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6109,Hospital,48.714765,21.216094,"Všeobecná ambulancia pre deti a dorast, MUDr. Viera Halásová, Košice-Sídlisko KVP, (Healing H s. r. o.)","Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Viera Hal\u00e1sov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6108,Hospital,48.731311,21.250681,"Všeobecná ambulancia pre dospelých, MUDr. Viera Hančíkovská, Košice-Sever, (MEDIVICI s.r.o.)","Komenského 3678/37, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Viera Han\u010d\u00edkovsk\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6106,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre deti a dorast, MUDr. Mária Takáčová, Košice-Dargov.hrdinov, (TAKPED s.r.o.)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. M\u00e1ria Tak\u00e1\u010dov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60fb,Hospital,48.714765,21.216094,"Všeobecná ambulancia pre dospelých, MUDr. Gabriel Vozár, Košice-Sídlisko KVP, (Batimed s.r.o.)","Poliklinika KVP, Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Gabriel Voz\u00e1r ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60f7,Hospital,48.715814,21.231377,"Všeobecná ambulancia pre dospelých, MUDr. Júlia Horňáková, Košice-Západ, (MUDr. Júlia Horňáková)","Brigádnická 2276/2A, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. J\u00falia Hor\u0148\u00e1kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60f5,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre deti a dorast, MUDr. Mária Horváthová, Košice-Dargov.hrdinov, (MUDr. Mária Horváthová)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. M\u00e1ria Horv\u00e1thov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60f3,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre deti a dorast, MUDr. Elena Hrbáňová, Košice-Dargov.hrdinov, (MUDr. Elena Hrbáňová)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Elena Hrb\u00e1\u0148ov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60ef,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre deti a dorast, MUDr. Danka Hrubalová, Košice-Dargov.hrdinov, (MUDr. Danka Hrubalová)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Danka Hrubalov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60eb,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre dospelých, MUDr. Ľubomíra Huková, Košice-Západ, (MUDr. Ľubomíra Huková)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. \u013dubom\u00edra Hukov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60e9,Hospital,48.707026,21.257608,"Všeobecná ambulancia pre dospelých, MUDr. Monika Valisková, Košice-Juh, (MEDIDENTAL, s.r.o.)","Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Monika Chlebanov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60e4,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre dospelých, MUDr. Tamara Jablonská, Košice-Západ, (MUDr. Tamara Jablonská)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Tamara Jablonsk\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60e0,Hospital,48.714765,21.216094,"Všeobecná ambulancia pre deti a dorast, MUDr. Alena Jancová, Košice-Sídlisko KVP, (JAAT Style, s. r. o.)","Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Alena Jancov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60dd,Hospital,48.723548,21.258573,"Všeobecná ambulancia pre dospelých, MUDr. Andrea Jarabáková, Košice-Staré Mesto, (MEDITEK s.r.o.)","Kováčska 255/37, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Andrea Jarab\u00e1kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60d6,Hospital,48.707026,21.257608,"Ústav všeobecného lekárstva UPJŠ LF a Kalanin, s.r.o.: všeobecná ambulancia pre dospelých, Košice-Juh, (Kalanin, s.r.o.)","Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""prof. MUDr. Kalanin Peter,, PhD. ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60d3,Hospital,48.719022,21.259287,"Všeobecná ambulancia pre dospelých, Košice-Staré Mesto, (DoctorKa s.r.o.)","Hlavná 116/15, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. M\u00e1ria Kapasn\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60d1,Hospital,48.731311,21.250681,"Všeobecná ambulancia pre dospelých, MUDr. Ľubica Karahutová, Košice-Sever, (PRAKMED, s.r.o.)","Komenského 3678/37, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. \u013dubica Karahutov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60cf,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre dospelých, MUDr. Anna Kasová, Košice-Dargov.hrdinov, (Preventis s.r.o.)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Anna Kasov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60cd,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre dospelých, MUDr. Magdaléna Kilárová, Košice-Západ, (MUDr. Magdaléna Kilárová)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Magdal\u00e9na Kil\u00e1rov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60cc,Hospital,48.724969,21.243461,"Všeobecná ambulancia pre deti a dorast, MUDr. Žofia Kissová, Košice-Staré Mesto, (MEDKISS s.r.o.)","Tatranská 1232/25, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. \u017dofia Kissov\u00e1 ako lek\u00e1r, MUDr. Da\u0161a Falisov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60c9,Hospital,48.707026,21.257608,"Všeobecná ambulancia pre deti a dorast, MUDr. Zuzana Klembarová, Košice-Juh, (MAPAS, s. r. o.)","Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Zuzana Klembarov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60c4,Hospital,48.707026,21.257608,"Všeobecná ambulancia pre dospelých, MUDr. Anna Kocáková, Košice-Juh, (KAHUNAS s.r.o.)","Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Koc\u00e1kov\u00e1 Anna ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60c3,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre deti a dorast, MUDr. Mária Kočíková, Košice-Západ, (KOMALEK s. r. o.)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. M\u00e1ria Ko\u010dikov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60c2,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre dospelých, MUDr. Anton Koľada, Košice-Západ, (MUDr. Koľada s.r.o.)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Anton Ko\u013eada ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60c0,Hospital,48.707026,21.257608,"Všeobecná ambulancia pre dospelých, MUDr. Elena Adamkovičová, PhD., Košice-Juh, (IRS - Medicínska činnosť s.r.o.)","Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Elena Adamkovi\u010dov\u00e1, PhD. ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60be,Hospital,48.733819,21.24682,"Všeobecná ambulancia pre dospelých, MUDr. Henrieta Koppányová, Košice-Sever, (MUDr. Henrieta Koppányová)","Vysokoškolská 38/1, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Henrieta Kopp\u00e1nyov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60bb,Hospital,48.724969,21.243461,"Všeobecná ambulancia pre deti a dorast, MUDr. Dagmar Kováčiková, Košice-Staré Mesto, (MUDr. Dagmar Kováčiková)","Tatranská 1232/25, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Dagmar Kov\u00e1\u010dikov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60b7,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre dospelých, MUDr. Beatrica Köváryová, Košice-Západ, (MUDr. Beatrica Köváryová)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Beatrica K\u00f6v\u00e1ryov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60b4,Hospital,48.714765,21.216094,"Všeobecná ambulancia pre deti a dorast, MUDr. Viera Krajčiová, Košice-Sídlisko KVP, (VIAMEDY s.r.o.)","Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Viera Kraj\u010diov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60af,Hospital,48.716418,21.268246,"Všeobecná ambulancia pre dospelých, MUDr. Marianna Krupšová, Košice-Juh, (GP - MED s.r.o.)","Krivá 1066/23, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Marianna Krup\u0161ov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60ad,Hospital,48.714765,21.216094,"Všeobecná ambulancia pre dospelých, MUDr. Katarína Kudláková, Košice-Sídlisko KVP, (URSA s.r.o.)","Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Katar\u00edna Kudl\u00e1kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60a3,Hospital,48.734942,21.249543,"Všeobecná ambulancia pre dospelých, MUDr. Alena Lengyelová, Košice-Sever, (MEDILEN s.r.o.)","Kisdyho 180/11, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Alena Lengyelov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60a2,Hospital,48.726566,21.245656,"Všeobecná ambulancia pre dospelých, MUDr. Jozef Takáč, Košice-Staré Mesto, (LENMED s.r.o.)","Československej armády 1175/18, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Jozef Tak\u00e1\u010d ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60a1,Hospital,48.7443,21.245882,"Všeobecná ambulancia pre dospelých, MUDr. Nina Leščišinová, Košice-Sever, (ZDRAVIE - Nina s.r.o.)","Cesta pod Hradovou 803/11, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Nina Le\u0161\u010di\u0161inov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-60a0,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre dospelých, MUDr. Helena Lešková, Košice-Západ, (MUDr. Helena Lešková)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Helena Le\u0161kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-609d,Hospital,48.734801,21.253739,"Všeobecná ambulancia pre dospelých, MUDr. Ivana Bačová, PhD., Košice-Sever, (AMLOMED s. r. o.)","Národná trieda 214/27, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Ivana Ba\u010dov\u00e1, PhD. ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-609c,Hospital,48.714765,21.216094,"Všeobecná ambulancia pre deti a dorast, MUDr. Mária Lorková, Košice-Sídlisko KVP, (LORMED s.r.o.)","Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. M\u00e1ria Lorkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6099,Hospital,48.723548,21.258573,"Všeobecná ambulancia pre dospelých, MUDr. Adriena Lukáčová, Košice-Staré Mesto, (A.L.MED s. r. o.)","Kováčska 255/37, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Adriena Luk\u00e1\u010dov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6095,Hospital,48.721577,21.261913,"Všeobecná ambulancia pre dospelých, MUDr. Zlatica Madzinová, Košice-Staré Mesto, (AURA - MUDr. Zlatica Madzinová s.r.o.)","Mlynská 26, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Zlatica Madzinov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6092,Hospital,48.716418,21.268246,"Všeobecná ambulancia pre dospelých, Košice-Juh, (MEDIOS s.r.o.)","Krivá 1066/23, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Vlasta Makovn\u00edkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-608e,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre dospelých, MUDr. Zsolt Máthé, Košice-Západ, (Spol. lekárov MÁTHÉ s. r. o.)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Zsolt M\u00e1th\u00e9 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-608d,Hospital,48.72161,21.261904,"Všeobecná ambulancia pre dospelých, MUDr. Soňa Matúšková, Košice-Staré Mesto, (MATMED, s.r.o.)","Mlynská 898/26, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. So\u0148a Mat\u00fa\u0161kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-607b,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre dospelých, MUDr. Magdaléna Obšitníková, Košice-Dargov.hrdinov, (Obšitníková Magdaléna, MUDr., s.r.o.)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Magdal\u00e9na Ob\u0161itn\u00edkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6078,Hospital,48.714765,21.216094,"Všeobecná ambulancia pre deti a dorast, MUDr. Zoja Olašinová, Košice-Sídlisko KVP, (ADAM - KOŠICE s.r.o.)","Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Zoja Ola\u0161inov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6077,Hospital,48.707026,21.257608,"Všeobecná ambulancia pre dospelých, MUDr. Otília Ostróová, Košice-Juh, (ORO Medical s.r.o.)","Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Ot\u00edlia Ostr\u00f3ov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6076,Hospital,48.714765,21.216094,"Všeobecná ambulancia pre deti a dorast, MUDr. Kristína Pačutová, Košice-Sídlisko KVP, (MEDPAK, s.r.o.)","Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Krist\u00edna Pa\u010dutov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6070,Hospital,48.715814,21.231377,"Všeobecná ambulancia pre dospelých, MUDr.Katarína Jankovičová, Košice-Západ, (Kastanea s.r.o.)","Brigádnická 2276/2A, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Katar\u00edna Jankovi\u010dov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-606e,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre dospelých, Košice-Dargov.hrdinov, (SALUMED, s.r.o.)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. \u013dubica Pavli\u0161\u00e1kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-606c,Hospital,48.714765,21.216094,"Všeobecná ambulancia pre deti a dorast, MUDr. Viera Pavlová, Košice-Sídlisko KVP, (PVP s.r.o.)","Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Viera Pavlov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6068,Hospital,48.714765,21.216094,"Všeobecná ambulancia pre dospelých, MUDr. Eva Psárska, Košice-Sídlisko KVP, (SANMED s.r.o.)","Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Eva Ps\u00e1rska ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6063,Hospital,48.722164,21.237415,"PEDAMB s.r.o., Košice-Západ, (PEDAMB s.r.o.)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Iveta Marinov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6061,Hospital,48.70813,21.237199,"Všeobecná ambulancia pre dospelých, MUDr. Martin Pohorenec, Košice-Západ, (M.P. MediCare s.r.o.)","Trieda SNP 339/88, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Martin Pohorenec ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-605f,Hospital,48.717054,21.268997,"Všeobecná ambulancia pre dospelých, MUDr. Tatiana Poláková, Košice-Juh, (POLMED s.r.o.)","Krivá 2986/17, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Tatiana Pol\u00e1kov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6059,Hospital,48.708961,21.25786,"Všeobecná ambulancia pre dospelých, MUDr. Jana Barlová, Košice-Juh, (Psarskia, s.r.o.)","Smetanova 773/2, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Jana Barlov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6058,Hospital,48.724969,21.243461,"Všeobecná ambulancia pre deti a dorast, MUDr. Alexandra Puzová, Košice-Staré Mesto, (MUDr. Alexandra Puzová)","Tatranská 1232/25, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Alexandra Puzov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6057,Hospital,48.730083,21.241211,"Všeobecná ambulancia pre dospelých, MUDr. Jana Rajničová, Košice-Sever, (Neštátne zdravotnícke zariadenie RAVER, s.r.o.)","Hroncova 13/3, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Jana Rajni\u010dov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6052,Hospital,48.69567,21.262265,"Všeobecná ambulancia pre dospelých, MUDr. Gabriela Richtarčíková, Košice-Juh, (GARIMED spol. s r.o.)","Rastislavova 2258/98, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Gabriela Richtar\u010d\u00edkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-604f,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre deti a dorast, MUDr. Marta Rubovičová, Košice-Dargov.hrdinov, (RUBOPED s. r. o.)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Marta Rubovi\u010dov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-604e,Hospital,48.725391,21.250609,"Všeobecná ambulancia pre dospelých, MUDr. Marin Rusenov, Košice-Staré Mesto, (MEDMARU, s.r.o.)","Pri Jazdiarni 1010/1, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Marin Rusenov ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-604d,Hospital,48.726566,21.245656,"Všeobecná ambulancia pre deti a dorast, MUDr. Iveta Rusenova, Košice-Staré Mesto, (RUSENOVA - MED s.r.o.)","Československej armády 1175/18, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Iveta Rusenova ako lek\u00e1r""}"
